,Date,Type,Country,Area,Activity,Sex,Age,Injury,Fatal,Species
226,2016-09-01,Invalid,MEXICO,Unidentified,Cage Diving,Unidentified,0,"No injury to divers, white shark breached cage",Unidentified,Invalid
227,2016-08-01,Unprovoked,USA,Florida,Surfing,M,25,Lacerations to right foot,N,"Bull shark, 6'"
228,2016-08-01,Unprovoked,USA,Florida,Surfing,M,37,Minor injury to ankle,N,Unidentified
229,2016-08-01,Unprovoked,REUNION,Unidentified,Surfing,M,20,"Right arm severed, ankle severely bitten ",N,"Bull shark, 3.5 m"
230,2016-08-01,Unprovoked,USA,Florida,Wading,M,49,Minor injury to ankle,N,Unidentified
231,2016-08-01,Unprovoked,BAHAMAS,New Providence Island,Snorkeling,M,15,Lacerations to left leg,N,Unidentified
232,2016-08-01,Unprovoked,USA,Hawaii,SUP Foil boarding,M,21,"No inury, shark & board collided",N,"Tiger shark, 10' "
233,2016-08-01,Unprovoked,USA,Florida,Surfing,M,22,Big toe bitten,N,Blacktip shark
234,2016-07-01,Unprovoked,SPAIN,Alicante Province,Swimming,M,40,Lacerations to right hand,N,Blue shark
235,2016-07-01,Unprovoked,CHINA,Hong Kong,Swimming,M,72,Lacerations to leg,N,Unidentified
236,2016-07-01,Boating,AUSTRALIA,Western Australia,Kayaking,M,0,"No injury, shark nudged kayak repeatedly",N,White shark
237,2016-07-01,Provoked,USA,Florida,Lobstering,M,43,Laceration to left forearm PROVOKED INCIDENT,N,"Nurse shark, 4'"
238,2016-07-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,18,"No injury. Leg rope severed, knocked off board by shark",N,Unidentified
239,2016-07-01,Unprovoked,JAPAN,Kochi Prefecture,Surfing,M,29,Lacerations to left leg,N,Unidentified
240,2016-07-01,Unprovoked,AUSTRALIA,Tasmania,Surfing,M,36,Calf bumped but no injury,N,Unidentified
241,2016-07-01,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,0,Lacerations to face and right leg,N,"Bull shark, 6'"
242,2016-07-01,Provoked,AUSTRALIA,Queensland,Fishing,M,31,Laceration to left calf from hooked shark PROVOKED INCIDENT,N,"reef shark, 1m"
243,2016-07-01,Boating,USA,Alabama,Fishing in Alabama Deep Fishing Rodeo,Unidentified,0,"No injury, shark bit trolling motor",N,"Tiger shark, 10' "
244,2016-07-01,Unprovoked,USA,Florida,Surfing,F,9,Minor injury to leg,N,Unidentified
245,2016-07-01,Unprovoked,USA,Florida,Unidentified,F,11,Minor injury to toes,N,Unidentified
246,2016-07-01,Unprovoked,USA,California,Kite surfing,M,61,"No injury, board damaged",N,"White shark, 10' to 12'"
247,2016-07-01,Unprovoked,USA,South Carolina,Swimming,M,0,Puncture wounds to foot,N,Unidentified
248,2016-07-01,Unprovoked,BAHAMAS,Unidentified,Scuba Diving,M,0,Face bruised when partly blind shark collided with him,N,"Lemon shark, 9'"
249,2016-07-01,Unprovoked,SPAIN,Canary Islands,Wading,F,10,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",N,Angel shark
250,2016-07-01,Boating,USA,California,Fishing for squid,M,0,"No injury. Hull bitten, tooth fragment recovered",N,White shark
251,2016-07-01,Provoked,USA,Massachusetts,Fishing,M,59,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,N,dogfish shark
252,2016-07-01,Boating,USA,California,Fishing for sharks,M,0,"No injury. Hull bitten, tooth fragment recovered",N,White shark
253,2016-07-01,Unprovoked,USA,Florida,Swimming,F,42,"Buttocks, thigh, left hand & wrist injured",N,Unidentified
254,2016-07-01,Provoked,AUSTRALIA,Queensland,Fishing,M,34,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,N,Tawny nurse shark
255,2016-06-01,Unprovoked,USA,South Carolina,Unidentified,M,35,Minor injury,N,3' to 4' shark
256,2016-06-01,Unprovoked,USA,North Carolina,Surfing,M,11,Foot injured,N,Unidentified
257,2016-06-01,Unprovoked,COLUMBIA,Isla Provedencia,Scuba Diving,M,59,Severe bite to right hand,N,"Caribbean reef shark, 4.5'"
258,2016-06-01,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,43,Injuries to left leg & right hand,N,White shark
259,2016-06-01,Unprovoked,USA,South Carolina,Floating,M,42,Lacerations and punctures to foot,N,3' to 5' shark
260,2016-06-01,Unprovoked,USA,Florida,Wading,M,0,Injuries to right calf,N,Unidentified
261,2016-06-01,Unprovoked,USA,Hawaii,Surfing,M,0,Single puncture wound to arm,N,3' to 4' shark
262,2016-06-01,Provoked,AUSTRALIA,Western Australia,Spearfishing,M,19,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,N,5' shark
263,2016-06-01,Unprovoked,USA,Texas,Floating in tube,F,6,Injury to lower leg,N,3' to 4' shark
264,2016-06-01,Unprovoked,USA,North Carolina,Standing,M,19,Laceration to wrist,N,3' shark
265,2016-06-01,Invalid,USA,South Carolina,Surfing,M,27,"No injury, board damaged",Unidentified,Said to involve an 8' shark but more likely damage caused by debris
266,2016-06-01,Unprovoked,USA,Florida,Swimming,M,64,Leg bitten,N,Unidentified
267,2016-06-01,Unprovoked,AUSTRALIA,Western Australia,Diving,F,60,FATAL,Y,3+ m shark
268,2016-06-01,Unprovoked,EGYPT,Suez,Swimming,M,23,"Leg severely bitten, surgically amputated",N,Mako shark
269,2016-06-01,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,M,0,"No injury, but sharks repeatedly hit their fins and guns",Unidentified,Bronze whaler sharks x 3
270,2016-06-01,Unprovoked,NEW CALEDONIA,Unidentified,Kite surfing,M,0,Laceration to heel,N,3 m shark
271,2016-05-01,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,29,FATAL,Y,White shark
272,2016-05-01,Unprovoked,USA,California,Swimming,F,52,Injuries to arm and shoulder,N,Unidentified
273,2016-05-01,Unprovoked,USA,Florida,Swimming,M,13,Injury to posterior right leg,N,5' shark
274,2016-05-01,Unprovoked,USA,Florida,Swimming,F,57,Puncture wounds to thigh,N,Unidentified
275,2016-05-01,Unprovoked,USA,Florida,Swimming,F,22,Lacerations and puncture wounds to foot and ankle,N,"Bull shark, 4' to 5'"
276,2016-05-01,Unprovoked,USA,Florida,Swimming,F,11,"Back, arm & hand injured",N,Unidentified
277,2016-05-01,Unprovoked,USA,Florida,Swimming,M,48,Ankle bitten,N,"Blacktip shark, 4'"
278,2016-05-01,Provoked,USA,Florida,Teasing a shark,F,23,Arm grabbed PROVOKED INCIDENT,N,"Nurse shark, 2'"
279,2016-05-01,Unprovoked,USA,Hawaii,Floating,M,59,Minor lacerations to right shoulder,N,Unidentified
280,2016-05-01,Provoked,NEW ZEALAND,North Island,Fishing,M,39,Foot bitten by landed shark PROVOKED INCIDENT,N,"Mako shark, 1.5 m [5'] "
281,2016-04-01,Unprovoked,INDONESIA,Bali,Surfing,M,24,Elbow bitten,N,"Bull shark, 6'"
282,2016-04-01,Unprovoked,USA,Florida,Surfing,M,15,Minor injury to left foot,N,Unidentified
283,2016-04-01,Unprovoked,SOUTH AFRICA,Western Cape Province,Surf-skiing,M,0,"No injury, surf-ski bitten",N,White shark
284,2016-04-01,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,12,Minor puncture wound to foot,N,Wobbegong shark
285,2016-04-01,Provoked,FRENCH POLYNESIA,Tuamotos,Spearfishing,M,22,Laceration to knee by speared shark PROVOKED INCIDENT,N,"Grey reef shark, 2 m"
286,2016-04-01,Provoked,FRENCH POLYNESIA,Tuamotos,Spearfishing,M,26,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",N,"Grey reef shark, 2 m"
287,2016-04-01,Unprovoked,USA,Florida,Spearfishing,M,26,Multiple bites to right arm,N,"Bull shark, 7'"
288,2016-04-01,Unprovoked,NEW CALEDONIA,Grand Terre,Walking,F,69,FATAL,Y,"Tiger shark, 2.5 m"
289,2016-04-01,Invalid,CAPE VERDE,Boa Vista Island,Unidentified,M,60,"""Serious""",Unidentified,Shark involvement not confirmed
290,2016-04-01,Unprovoked,USA,Florida,Fishing,M,34,Left hand bitten,N,5' to 6' shark
291,2016-04-01,Invalid,USA,Florida,SUP,M,0,Fell off board when spinner shark leapt from the water next to him. No injury to surfer,Unidentified,Unidentified
292,2016-03-01,Unprovoked,USA,Hawaii,Snorkeling,F,46,Minor injury to left foot,N,Unidentified
293,2016-03-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,22,Severe injury to thigh,N,Unidentified
294,2016-03-01,Unprovoked,USA,Florida,Unidentified,M,0,Minor injury to arm. Possibly caused by smalll nurse shark,Unidentified,Shark involvement not confirmed
295,2016-03-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,41,"No injury, board dented",N,Unidentified
296,2016-03-01,Provoked,BAHAMAS,Unidentified,Unidentified,M,9,Minor injury to chest PROVOKED INCIDENT,N,"Nurse shark, 2.5-ft"
297,2016-03-01,Invalid,USA,California,Surfing,Unidentified,0,Board reportedly bumped by shark. No injury,Unidentified,Shark involvement not confirmed
298,2016-03-01,Unprovoked,USA,Florida,Body surfing,M,19,Lacerations to right foot and ankle,N,Unidentified
299,2016-03-01,Unprovoked,Fiji,Vanua Levu,Diving for beche-de-mer,M,45,FATAL,Y,Unidentified
300,2016-03-01,Unprovoked,USA,Florida,Unidentified,M,12,Superficial injury to foot,N,Unidentified
301,2016-03-01,Unprovoked,AUSTRALIA,South Australia,Fishing,M,0,Puncture wounds to right calf,N,Bronze whaler
302,2016-03-01,Unprovoked,BRAZIL,Santa Catarina State,Swimming,M,41,Minor injury to head,N,Sandtiger shark
303,2016-02-01,Unprovoked,NEW CALEDONIA,South Province,Kite surfing,M,21,Puncture wounds to right thigh,N,Unidentified
304,2016-02-01,Unprovoked,NEW CALEDONIA,South Province,Spearfishing,M,31,Forearm bitten,N,Unidentified
305,2016-02-01,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,Wading,F,0,Avulsion injury to lower leg,N,Unidentified
306,2016-02-01,Invalid,CAYMAN ISLANDS,Grand Cayman,Feeding stingrays?,M,65,Minor injury to wrist from Southern stingray,Unidentified,No shark involvement
307,2016-02-01,Invalid,AUSTRALIA,Tasmania,Surfing,M,0,"No injury, knocked off board",Unidentified,No shark involvement
308,2016-02-01,Unprovoked,AUSTRALIA,Queensland,Walking,F,45,Foot nipped,N,Unidentified
309,2016-02-01,Unprovoked,AUSTRALIA,New South Wales,Windsurfing,M,40,"No injury, shark bit board",N,Unidentified
310,2016-02-01,Unprovoked,BRAZIL,Balne�rio Cambori�,Swimming,M,41,Lacerations to scalp,N,Sandtiger shark
311,2016-01-01,Boating,SOUTH AFRICA,KwaZulu-Natal,Kayak fishing,M,0,"No injury, shark capsized kayak",N,Unidentified
312,2016-01-01,Unprovoked,USA,Hawaii,Surfing,M,0,Lacerations to both hands,N,"Reef shark, 5'"
313,2016-01-01,Unprovoked,USA,Hawaii,Surfing,F,15,No injury,N,Unidentified
314,2016-01-01,Unprovoked,USA,Texas,Spearfishing,M,0,"Bruised ribs & tail bone, speargun broken and wetsuit cut",N,Bull sharks x 2
315,2016-01-01,Boating,UNITED ARAB EMIRATES,Fujairah Emirate,Fishing,M,0,"No injury to occupants, shark leapt into boat",N,Mako shark
316,2016-01-01,Unprovoked,USA,Hawaii,Paddle boarding,M,48,No injury,N,"Tiger shark, 14'"
317,2016-01-01,Unprovoked,AUSTRALIA,Queensland,Surfing,M,0,Laceration to right foot,N,Wobbegong shark
318,2016-01-01,Unprovoked,AUSTRALIA,Queensland,Wading,M,11,Laceration to right calf,N,Blacktip shark
319,2016-01-01,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,31,Lacerations to arms & leg,N,3 m shark
320,2015-12-01,Boating,SOUTH AFRICA,KwaZulu-Natal,Kayak Fishing,M,0,"No injury, kayak damaged",N,"White shark, 3 m"
321,2015-12-01,Unprovoked,SPAIN,Grand Canary Island,Swimming,F,38,Lacerations to left forearm,N,"Silky shark, 6.5'"
322,2015-12-01,Unprovoked,USA,Hawaii,Paddle boarding,M,71,"No injury, shark bit board",N,9' shark
323,2015-12-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,43,"No injury, shark leapt on surfboard",N,"Bronze whaler shark, 6'"
324,2015-12-01,Unprovoked,BRAZIL,Pernambuco,Scuba diving,M,32,Right hand & part of forearm removed,N,"Tiger shark, 1.5 m "
325,2015-12-01,Unprovoked,ARUBA,Unidentified,Sea disaster,M,58,FATAL,Y,Unidentified
326,2015-12-01,Boating,AUSTRALIA,New South Wales,Fishing,Unidentified,0,"No injury, shark rammed boat & bit motor",N,"White shark, 3.5 m"
327,2015-12-01,Unprovoked,BAHAMAS,Unidentified,Lobster fishing,M,26,"Bitten on thigh, abdomen & hand",N,Bull shark
328,2015-12-01,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming / Wading,F,22,Lacerations to both hands and forearms,N,Unidentified
329,2015-11-01,Unprovoked,ECUADOR,Galapagos Islands,Snorkeling,M,55,Lacerations to left calf,N,Galapagos shark
330,2015-11-01,Unprovoked,USA,Florida,Surfing,M,0,Right heel injured,N,Unidentified
331,2015-11-01,Unprovoked,USA,Florida,Swimming,F,0,Leg injured,N,Unidentified
332,2015-11-01,Unprovoked,USA,Florida,Surfing,M,28,Lacerations to hand,N,"Spinner shark, 7'"
333,2015-11-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,20,Injury to left thigh,N,"Bull shark, 2.8 to 3.1 m"
334,2015-12-01,Invalid,USA,Florida,Surfing,F,9,Lower left leg injured,Unidentified,Shark involvement not confirmed
335,2015-11-01,Unprovoked,USA,Hawaii,Swimming,M,54,Laceration to right ankle,N,Unidentified
336,2015-11-01,Unprovoked,USA,Florida,Wading,F,28,Injury to right ankle/calf & hand,N,3' to 5' shark
337,2015-11-01,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing,M,19,"Arms severely injured, surgically amputated",N,Unidentified
338,2015-10-01,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,50,Minor injury,N,Unidentified
339,2015-10-01,Unprovoked,USA,Hawaii,Body boarding,M,10,"Lacerations & puncture wounds to right thigh, calf & ankle",N,Unidentified
340,2015-10-01,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,42,"Lacerations to right calf, knee & hip",N,"White shark, 3 to 3.5m "
341,2015-10-01,Unprovoked,USA,Florida,Surfing,M,21,Lacerations to left hand,N,5' shark
342,2015-10-01,Unprovoked,USA,Florida,Surfing,M,21,Left foot bitten,N,"Spinner shark, 5'"
343,2015-10-01,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing for shrimp,F,35,FATAL,Y,Unidentified
344,2015-10-01,Invalid,USA,Hawaii,Surfing,M,32,Left foot bitten by eel,Unidentified,No shark involvement
345,2015-10-01,Unprovoked,USA,Hawaii,Swimming,M,44,Severe injuries to lower legs. Foot later surgically amputated.,N,"Tiger shark, 7'"
346,2015-10-01,Boating,USA,California,Kayak Fishing,M,0,"No injury, shark rammed kayak repeatedly",N,Hammerhead sp.
347,2015-10-01,Unprovoked,USA,South Carolina,Boogie boarding,F,9,Laceration to forearm,N,Unidentified
348,2015-10-01,Unprovoked,USA,Hawaii,Surfing,M,25,"Left leg severed below the knee, defense injuries to left hand",N,"Tiger shark, 13' "
349,2015-10-01,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing,M,0,"Arm severely injured, surgically amputated",N,Unidentified
350,2015-10-01,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,18,Foot injured,N,Unidentified
351,2015-10-01,Unprovoked,USA,Florida,Body boarding,M,22,2 lacerations to ankle,N,Unidentified
352,2015-10-01,Unprovoked,USA,Texas,Wading,M,13,Foot & hands bitten,N,4' to 5' shark
353,2015-10-01,Unprovoked,USA,Florida,Surfing,M,14,Severe lacerations to left hand,N,"Blacktip shark, 4' to 5'"
354,2015-09-01,Unprovoked,USA,Florida,Surfing,M,22,"Laceration to heel, puncture wounds to dorsum of foot",N,"Blacktip shark, 5' to 6'"
355,2015-09-01,Unprovoked,AUSTRALIA,Queensland,Snorkeling,F,7,Laceration to leg,N,Unidentified
356,2015-09-01,Boating,USA,California,Kayak fishing,M,0,"No injury, kayak damaged",N,"White shark, 19'"
357,2015-09-01,Unprovoked,USA,Florida,Surfing,M,14,Minor injury to left ankle,N,juvenile shark
358,2015-09-01,Unprovoked,USA,Hawaii,Spearfishing,M,27,Severe laceration to left leg,N,"Tiger shark, 13'"
359,2015-09-01,Unprovoked,USA,Florida,Wading,M,12,Significant injuries to leg,N,4' shark
360,2015-09-01,Unprovoked,USA,Florida,Photographing fish,M,16,Injury to right hand / wrist,N,Unidentified
361,2015-09-01,Boating,USA,California,Kayak Fishing,M,0,No injury,N,Hammerhead shark
362,2015-09-01,Unprovoked,USA,Florida,Swimming,M,0,Lacerations to calf,N,Unidentified
363,2015-09-01,Unprovoked,USA,Florida,Surfing,M,20,Injury to right foot,N,Unidentified
364,2015-09-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,42,Minor laceration to hand,N,6' shark
365,2015-09-01,Unprovoked,USA,California,Stand-Up Paddleboarding,F,50,"No injury, shark struck board, tossing her into the sea",N,"White shark, 11' to 12'"
366,2015-09-01,Provoked,USA,California,Kayak Fishing,M,29,Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT,N,Hammerhead shark.
367,2015-09-01,Unprovoked,AUSTRALIA,New South Wales,Surf-skiing,M,62,Inuries to lower left leg & ankle,N,"White shark, 2.5 m"
368,2015-09-01,Unprovoked,USA,South Carolina,Unidentified,M,0,Right foot bitten,N,4' shark?
369,2015-09-01,Unprovoked,THAILAND,Phuket,Wading,F,37,Left foot & ankle bitten,N,small shark
370,2015-09-01,Unprovoked,FIJI,Unidentified,Spearfishing,M,0,Leg bitten,N,Tiger shark
371,2015-08-01,Unprovoked,USA,California,Surfing,F,54,"No injury, surfboard bitten",N,"White shark, 11' to 12'"
372,2015-08-01,Unprovoked,USA,California,Surfing,M,21,"No injury, shark struk sufer's leg and his board",N,"White shark, 10' to 12' "
373,2015-08-01,Invalid,USA,Florida,Unidentified,M,0,Wound to right lower leg,Unidentified,Shark involvement not confirmed
374,2015-08-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,38,Severe laceration to left buttock & thigh,N,Unidentified
375,2015-08-01,Unprovoked,USA,South Carolina,Surfing,M,15,"Injuries to left calf, arm and hand",N,4' shark
376,2015-08-01,Unprovoked,USA,Florida,Walking,F,10,Lacerations to right leg,N,3' shark
377,2015-08-01,Boating,USA,California,Kayak Fishing,M,22,"No injury, kayak bitten",N,"White shark, 13'"
378,2015-08-01,Invalid,SPAIN,Alicante,Swimming,M,10,Minor injury when he attempted to touch a fish. ,Unidentified,Shark involvement not confirmed
379,2015-08-01,Provoked,USA,California,Spearfishing,M,57,Right hand bitten  PROVOKED INCIDENT,N,Hammerhead shark. 6' to 7'
380,2015-07-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,52,"Lacerations and puncture wounds to hip, thigh, arm and hand",N,White shark
381,2015-07-01,Unprovoked,COSTA RICA,Guanacaste,Surfing,M,47,Minor inuries to toes,N,Unidentified
382,2015-07-01,Unidentified,AUSTRALIA,Victoria,Surfing,M,40,Injury to hand,Unidentified,Unidentified
383,2015-07-01,Unprovoked,USA,Florida,Surfing,M,25,Minor injury to sole of foot,N,"Blacktip or spinner shark, 4'"
384,2015-07-01,Invalid,USA,South Carolina,Floating,F,35,"2' cut to dorsum of foot, 2 puncture wounds to sole",Unidentified,"Thought to involve a 3' to 4' shark, but shark involvement not confirmed"
385,2015-07-01,Unprovoked,AUSTRALIA,Tasmania,Scallop diving on hookah,M,46,FATAL,Y,"White shark, 3.9 to 4.2 m"
386,2015-07-01,Provoked,USA,California,Kayak Fishing,M,31,No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT,N,"Mako shark, 100-lb"
387,2015-07-01,Unprovoked,AUSTRALIA,Victoria,Surfing,M,40,Left hand bitten,N,"Bronze whaler shark, 1.5m"
388,2015-07-01,Unprovoked,REUNION,Unidentified,Surfing,M,45,Arm bitten,N,"Bull shark, 2m"
389,2015-07-01,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,34,No injury,N,White shark
390,2015-07-01,Unprovoked,USA,California,Surfing,M,38,"No injury, shark bumped & damaged board",N,"White shark, 7'"
391,2015-07-01,Invalid,USA,California,Treading water,M,39,Laceration to back,Unidentified,Shark involvement not cofirmed
392,2015-07-01,Invalid,FRENCH POLYNESIA,Bora Bora,Swimming,M,0,Parallel lacerations to torso inconsistent with shark bite,Unidentified,No shark involvement
393,2015-07-01,Unprovoked,BAHAMAS,Grand Bahama Island,Spearfishing,F,23,Lacerations to lower leg & ankle,N,6' shark
394,2015-07-01,Unprovoked,USA,North Carolina,Unidentified,M,32,Lacerations to right hand & forearm,N,Unidentified
395,2015-07-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,52,"No injury, shark bit surfboard",N,White shark
396,2015-07-01,Unprovoked,AUSTRALIA,New South Wales,Body boarding ,M,32,Significant injuries to lower legs,N,White shark
397,2015-07-01,Unprovoked,USA,North Carolina,Swimming,M,68,"Injuries to torso, hip, lower leg & hands",N,6' to 7' shark
398,2015-06-01,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,0,Hand bitten,N,Unidentified
399,2015-06-01,Unprovoked,USA,South Carolina,Playing in the water,M,12,Shallow lacerations & puncture to lateral left leg,N,4' to 5' shark
400,2015-06-01,Unprovoked,USA,North Carolina,Swimming,M,18,"Injuries to right calf, buttock and both hands",N,Bull shark
401,2015-06-01,Unprovoked,SOUTH AFRICA,Western Cape Province,Body Boarding,M,19,"Right leg severed, multiple lacerations to left leg",N,White shark
402,2015-06-01,Invalid,USA,Florida,Swimming,F,0,Minor lacerations to leg,Unidentified,Shark involvement not confirmed
