,Year,Month,Activity,Type,Fatal
661,2013,Jun,Kayaking / Fishing,Unprovoked,0
662,2013,Jun,Swimming,Unprovoked,0
663,2013,Jun,Swimming,Unprovoked,0
664,2013,Jun,Swimming,Unprovoked,0
665,2013,Jun,Swimming,Unprovoked,0
666,2013,Jun,Surfing,Unprovoked,0
667,2013,Jun,Surfing,Unprovoked,0
668,2013,Jun,Boogie Boarding,Unprovoked,0
669,2013,Jun,Fishing for sharks,Provoked,0
670,2013,Jun,Surfing,Unprovoked,0
671,2013,May,Diving,Unprovoked,0
672,2013,May,Swimming,Unprovoked,0
674,2013,May,Fishing,Provoked,0
675,2014,May,Surfing,Unprovoked,0
677,2013,May,Body boarding,Unprovoked,1
678,2013,May,Surfing,Unprovoked,0
679,2013,Apr,Fishing,Provoked,0
680,2013,Apr,Swimming,Unprovoked,0
681,2013,Apr,Fishing,Unprovoked,0
682,2013,Apr,Playing in the surf,Unprovoked,0
683,2013,Apr,Free diving,Unprovoked,0
684,2013,Apr,Surfing,Unprovoked,0
686,2013,Apr,Kite boarding,Unprovoked,0
687,2013,Apr,Swimming,Unprovoked,0
689,2013,Apr,Surfing,Unprovoked,0
691,2013,Mar,Free diving,Unprovoked,0
692,2013,Mar,Snorkeling,Unprovoked,0
693,2013,Mar,Fly fishing,Unprovoked,0
694,2013,Mar,Fishing - 'tag & release',Provoked,0
695,2013,Mar,Surfing,Unprovoked,0
696,2013,Mar,Spearfishing,Unprovoked,1
697,2013,Mar,Spearfishing,Unprovoked,0
698,2013,Mar,Swimming to shore with floatioon devices after boat engine conked out,Unprovoked,0
699,2013,Mar,Swimming,Unprovoked,0
700,2013,Feb,Swimming,Unprovoked,1
701,2013,Feb,Surfing,Unprovoked,0
702,2013,Feb,Surfing,Unprovoked,0
703,2013,Feb,Surfing,Unprovoked,0
704,2013,Feb,Scuba diving,Unprovoked,0
706,2013,Jan,Fishing,Unprovoked,0
707,2013,Jan,Surfing,Unprovoked,0
709,2013,Jan,Surfing,Unprovoked,0
710,2013,Jan,Spearfishing,Unprovoked,0
711,2013,Jan,Spearfishing / Free diving,Unprovoked,0
712,2012,Dec,Swimming,Unprovoked,0
713,2012,Dec,Surfing,Unprovoked,0
714,2012,Dec,Paddle boarding,Unprovoked,0
715,2012,Dec,Swimming,Unprovoked,1
716,2012,Dec,Surfing,Unprovoked,0
717,2012,Dec,Surfing,Unprovoked,0
718,2012,Dec,Spearfishing,Unprovoked,0
719,2012,December,Scuba diving,Unprovoked,0
720,2012,Nov,Snorkeling,Unprovoked,0
722,2012,Nov,Swimming,Unprovoked,1
723,2012,Nov,Surfing,Unprovoked,0
724,2012,Nov,Diving,Unprovoked,0
725,2012,Nov,Surfing,Unprovoked,0
726,2012,Oct,Surfing,Unprovoked,0
727,2012,Oct,Swimming,Unprovoked,0
728,2012,Oct,Surfing,Unprovoked,1
730,2012,Oct,Surfing,Unprovoked,0
731,2012,Oct,Paddle boarding,Unprovoked,0
733,2012,Oct,Bathing,Unprovoked,0
734,2012,Oct,Windsurfing,Unprovoked,0
735,2012,Oct,Bodyboarding,Unprovoked,0
736,2012,Sep,Surfing,Unprovoked,0
737,2012,Sep,Surfing,Unprovoked,0
738,2012,Sep,Surfing,Unprovoked,0
739,2012,Sep,Swimming,Unprovoked,0
740,2012,Sep,Surfing,Unprovoked,0
741,2012,Sep,Surfing,Unprovoked,0
742,2012,Sep,Swimming,Unprovoked,0
743,2012,Sep,Surfing,Unprovoked,0
744,2012,Sep,Surfing,Unprovoked,0
745,2012,Sep,Surfing,Unprovoked,0
746,2012,Sep,Boogie boarding,Unprovoked,0
747,2012,Sep,Spearfishing,Provoked,0
748,2012,Sep,Swimming or boogie boarding,Unprovoked,0
749,2012,Aug,Shark fishing,Provoked,0
750,2012,Aug,Surfing,Unprovoked,0
751,2012,Aug,Swimming,Unprovoked,1
752,2012,Aug,Wading or swimming,Unprovoked,0
753,2012,Aug,Fishing,Unprovoked,0
754,2012,Aug,Free diving ,Unprovoked,0
755,2012,Aug,Surfing,Unprovoked,0
756,2012,Aug,Spearfishing,Unprovoked,0
757,2012,Jul,Surfing,Unprovoked,0
758,2012,Jul,Surfing,Unprovoked,0
759,2012,Jul,Surfing,Unprovoked,0
760,2012,Jul,Body surfing,Unprovoked,0
762,2012,Jul,Surfing,Unprovoked,1
765,2012,Jul,Surfing,Unprovoked,1
766,2012,Jul,Swimming,Unprovoked,0
767,2012,July,Spearfishing,Unprovoked,0
769,2012,Jul,Kayaking,Unprovoked,0
770,2012,Jul,Surfing,Unprovoked,0
772,2012,Jun,Swimming,Unprovoked,0
773,2012,Jun,Surfing,Unprovoked,0
774,2012,Jun,Sitting in the water,Unprovoked,0
775,2012,Jun,Surfing,Unprovoked,0
776,2012,Jun,Swimming,Unprovoked,0
777,2012,Jun,Surf skiing ,Unprovoked,0
779,2012,Jun,Wading,Unprovoked,0
780,2012,Jun,Fishing,Provoked,0
781,2012,Jun,Swimming,Unprovoked,0
782,2012,Jun,Swimming,Unprovoked,0
783,2012,Jun,Swimming,Unprovoked,0
784,2012,Jun,Swimming,Unprovoked,0
785,2012,Jun,Surfing,Unprovoked,0
786,2012,Jun,Attempting to rescue an injured & beached shark,Provoked,0
787,2012,Jun,Surf skiing ,Unprovoked,0
788,2012,Jun,Surfing,Unprovoked,0
789,2012,Jun,Boogie Boarding,Unprovoked,0
790,2012,May,Wading,Unprovoked,0
791,2012,May,Free diving / spearfishing,Unprovoked,0
792,2012,May,Surfing,Unprovoked,0
793,2012,May,Kayak Fishing,Unprovoked,0
794,2012,May,Spearfishing,Unprovoked,0
795,2012,May,Kayaking / Fishing,Unprovoked,0
796,2012,May,Swimming,Unprovoked,0
797,2012,May,Paddle boarding,Unprovoked,0
798,2012,Apr,Surfing,Unprovoked,0
799,2012,Apr,Body boarding,Unprovoked,1
800,2012,Apr,Kayaking,Unprovoked,0
801,2012,Apr,Surfing,Unprovoked,0
803,2012,Mar,Scuba diving,Unprovoked,1
804,2012,Mar,Surfing,Unprovoked,0
805,2012,Mar,Crayfishing,Unprovoked,0
806,2012,Mar,Surfing,Unprovoked,0
807,2012,Mar,Surfing,Unprovoked,0
808,2012,Mar,Surfing,Unprovoked,0
809,2012,Mar,Surfing,Unprovoked,0
810,2012,Mar,Surfing,Unprovoked,0
811,2012,Mar,"Diving, feeding sharks",Provoked,0
812,2012,Mar,Body boarding,Unprovoked,0
813,2012,Mar,Kite Surfing,Unprovoked,0
815,2012,Mar,Fishing (illegally),Provoked,0
816,2012,Feb,Kite Surfing,Provoked,0
817,2012,Feb,Fishing,Unprovoked,0
818,2012,Feb,Fishing,Unprovoked,0
819,2012,Feb,Surfing,Unprovoked,0
820,2012,Jan,Snorkeling,Unprovoked,0
821,2012,Jan,Snorkeling,Unprovoked,0
822,2012,Jan,"Diving, photographing sharks",Unprovoked,0
823,2012,Jan,Fishing,Provoked,0
824,2012,Jan,Surfing,Unprovoked,0
825,2012,Jan,Swimming,Unprovoked,1
826,2012,Jan,Surfing,Unprovoked,0
827,2012,Jan,Surfing,Unprovoked,0
828,2012,Jan,Spearfishing,Unprovoked,0
831,2011,Dec,Surfing,Unprovoked,0
832,2011,Dec,Surfing,Unprovoked,0
833,2011,Dec,Canoeing,Provoked,0
834,2011,Dec,Kayak Fishing,Unprovoked,0
835,2011,Dec,Surfing,Unprovoked,0
837,2011,Dec,Surfing,Unprovoked,0
838,2011,Dec,Surfing,Unprovoked,0
840,2011,Dec,Surfing,Unprovoked,0
841,2011,Nov,Surfing,Unprovoked,0
842,2011,Nov,Swimming,Unprovoked,0
843,2011,Nov,Kayaking,Unprovoked,0
844,2011,Nov,Scuba diving,Unprovoked,0
845,2011,Nov,Surfing,Unprovoked,0
846,2011,Nov,Free diving / spearfishing,Unprovoked,0
847,2011,Oct,Surfing,Unprovoked,0
848,2011,Oct,Surfing,Unprovoked,0
849,2011,Oct,Diving,Provoked,0
850,2011,Oct,Diving,Unprovoked,1
851,2011,Oct,Surfing,Unprovoked,0
852,2011,Oct,Diving,Unprovoked,0
853,2011,Oct,Surfing,Unprovoked,0
854,2011,Oct,Surfing,Unprovoked,0
855,2011,Oct,Swimming,Unprovoked,1
856,2011,Oct,Canoeing,Unprovoked,0
857,2011,Oct,Wade fishing,Unprovoked,0
860,2011,Sep,Fishing,Provoked,0
861,2011,Sep,Swimming,Unprovoked,0
862,2011,Sep,Spearfishing,Unprovoked,0
863,2011,Sep,Jumping in the waves,Unprovoked,0
864,2011,Sep,Canoeing,Unprovoked,0
865,2011,Sep,Body boarding,Unprovoked,1
866,2011,Sep,Swimming,Unprovoked,1
867,2011,Sep,Surfing,Unprovoked,0
868,2011,Sep,Surfing,Unprovoked,0
869,2011,Sep,Kite Surfing,Unprovoked,0
870,2011,Sep,Surfing,Unprovoked,0
871,2011,Sep,Body boarding,Unprovoked,1
872,2011,Sep,Surfing,Unprovoked,0
873,2011,Aug,Surfing,Unprovoked,0
875,2011,Aug,Wade Fishing,Unprovoked,0
876,2011,Aug,"Standing, collecting sea stars",Unprovoked,0
877,,2011,Surfing,Unprovoked,0
879,2011,Aug,Surfing,Unprovoked,1
880,2011,Aug,Swimming,Unprovoked,0
881,2011,Aug,Wading,Unprovoked,0
883,2011,Aug,Swimming,Unprovoked,0
884,2011,Aug,Surfing,Unprovoked,0
885,2011,,Floating ,Unprovoked,0
886,2011,Aug,Swimming or Snorkeling,Unprovoked,1
887,2011,Aug,Playing in the surf,Invalid,0
888,2011,,Swimming,Unprovoked,0
889,2011,Aug,Diving,Unprovoked,1
891,2011,Jul,Sea disaster,Unprovoked,0
892,2011,Jul,Wade Fishing,Unprovoked,0
893,2011,Jul,Surfing,Unprovoked,0
894,2011,Jul,Boogie Boarding,Unprovoked,0
895,2011,Jul,Kayaking or Wave skiing,Unprovoked,0
896,2011,Jul,Surf fishing,Unprovoked,0
897,2011,Jul,Scuba diving,Unprovoked,0
898,2011,Jul,Swimming,Unprovoked,0
899,2011,Jul,Wade Fishing,Unprovoked,0
900,2011,Jul,Surfing,Unprovoked,0
901,2011,Jul,Kayaking,Unprovoked,0
902,2011,Jun,Snorkeling,Unprovoked,0
903,2011,Jun,Surfing,Unprovoked,0
904,2011,Jun,Scuba diving,Unprovoked,0
905,2008,Jun,Playing in the surf,Unprovoked,0
906,2011,Jun,Surfing,Unprovoked,0
907,2011,Jun,Jet skiing,Unprovoked,0
908,2011,Jun,Spearfishing,Unprovoked,0
909,2011,Jun,Surfing,Unprovoked,1
910,2011,Jun,Boogie Boarding,Unprovoked,1
911,2011,Jun,Fishing,Unprovoked,0
912,2011,Jun,Scuba diving,Unprovoked,0
913,2011,Jun,Spearfishing,Unprovoked,0
914,2011,Jun,Spearfishing,Unprovoked,0
915,2011,Jun,Wading,Unprovoked,0
916,2011,Jun,Snorkeling,Unprovoked,0
917,2011,May,Standing or boogie boardin,Unprovoked,0
918,2011,May,Surfing,Unprovoked,0
919,2011,May,Surfing,Unprovoked,0
920,2011,May,Paddle boarding,Unprovoked,0
921,2011,May,Spearfishing,Unprovoked,1
922,2011,May,Body surfing,Unprovoked,0
923,2011,May,Kite Boarding,Unprovoked,1
924,2011,May,Surfing,Unprovoked,0
925,2011,May,Fishing ,Provoked,0
927,2011,May,Spearfishing,Unprovoked,0
928,2011,Apr,Spearfishing,Unprovoked,0
929,2011,Apr,Washing sand off a speared fish,Unprovoked,0
930,2011,Apr,Surfing ,Unprovoked,0
931,2011,Apr,Surfing,Unprovoked,0
932,2011,Apr,Surfing,Unprovoked,0
933,2011,Apr,Diving,Unprovoked,0
934,2011,Mar,"Standing, holding shark pup",Provoked,0
935,2011,Mar,Swimming,Unprovoked,0
936,2011,Mar,Surfing,Unprovoked,0
937,2011,Mar,Swimming,Unprovoked,0
938,2011,Mar,Diving / fishing,Unprovoked,0
939,2011,Mar,Wakeboarding,Unprovoked,0
941,2011,Mar,Surfing,Unprovoked,0
942,2011,Feb,Fishing,Provoked,0
943,2011,Feb,Spearfishing,Unprovoked,0
944,2011,Feb,Surfing,Unprovoked,0
945,2011,Feb,Diving for abalone,Unprovoked,1
946,2011,Feb,Fishing,Provoked,0
947,2011,Feb,Snorkeling,Unprovoked,0
948,2011,Feb,Shark fishing on the Ricardo Astorga,Provoked,0
949,2011,Feb,Surf fishing,Unprovoked,0
950,2011,Jan,Swimming,Unprovoked,0
951,2011,Jan,Shark fishing on the Don Agustín-VI. ,Provoked,0
952,2011,Jan,Scuba diving,Unprovoked,0
954,2011,Jan,Surfing,Unprovoked,1
955,2011,Jan,Attempting to fix motor,Unprovoked,0
956,2011,Jan,Fishing,Unprovoked,0
957,2010,Dec,Body boarding,Unprovoked,0
958,2010,Dec,Surfing,Unprovoked,0
959,2010,Dec,Surfing,Unprovoked,0
960,2010,Dec,Snorkeling,Unprovoked,1
961,2010,Dec,Surfing,Unprovoked,0
962,2010,Dec,Snorkeling,Unprovoked,0
963,2010,Dec,Snorkeling,Unprovoked,0
964,2010,Nov,Snorkeling,Unprovoked,0
965,2010,Nov,Snorkeling,Unprovoked,0
966,2010,Nov,Fishing,Unprovoked,0
968,2010,Nov,Snorkeling,Provoked,0
969,2010,Nov,Diving,Unprovoked,1
970,2010,Nov,Surfing,Unprovoked,0
971,2010,Nov,Fishing,Unprovoked,0
972,2010,Oct,Snorkeling,Unprovoked,0
973,2010,Oct,Spearfishing,Unprovoked,0
974,2010,Oct,Surfing,Unprovoked,0
975,2010,Oct,Fishing,Provoked,0
976,2010,Oct,Scuba diving,Unprovoked,0
977,2010,Oct,Kite Surfing,Unprovoked,0
978,2010,Oct,Body boarding,Unprovoked,1
979,2010,Oct,Snorkeling,Unprovoked,0
980,2010,Oct,Surfing,Unprovoked,0
981,2010,Oct,Snorkeling,Unprovoked,0
982,2010,Oct,Surfing,Unprovoked,0
983,2010,Oct,Surfing,Unprovoked,0
984,2010,Sep,Surfing,Unprovoked,0
985,2010,Sep,Surfing,Unprovoked,0
986,2010,Sep,Swimming,Unprovoked,1
987,2010,Sep,Surfing,Unprovoked,0
988,2010,Sep,Swimming,Unprovoked,0
989,2010,Sep,Swimming /  Whale Watching,Unprovoked,0
990,2010,Sep,Surfing,Unprovoked,0
991,2010,Sep,Surfing,Unprovoked,0
992,2010,Sep,Surfing,Unprovoked,0
995,2010,Aug,Boogie Boarding,Unprovoked,0
996,2010,Aug,Surfing,Unprovoked,1
997,2010,Aug,Kayak Fishing,Unprovoked,0
998,2010,Aug,Fishing,Provoked,0
999,2010,Aug,Swimming,Unprovoked,0
1000,2010,Aug,Surfing,Unprovoked,0
1001,2010,Aug,Surfing,Unprovoked,0
1002,2010,Aug,Windsurfing,Unprovoked,0
1004,2010,Aug,Kayaking,Unprovoked,0
1005,2010,Aug,Standing,Unprovoked,0
1006,2010,Jul,Standing,Unprovoked,0
1007,2010,Jul,Surfing,Unprovoked,0
1008,2010,Jul,Swimming,Unprovoked,0
1009,2010,Jul,Swimming,Unprovoked,0
1010,2010,Jul,Surfing,Unprovoked,0
1011,2010,Jul,Swimming,Provoked,0
1012,2010,Jul,Fishing,Unprovoked,0
1013,2010,Jul,Fishing,Provoked,0
1014,2010,Jul,Snorkeling,Unprovoked,0
1015,2010,Jul,Fishing,Provoked,0
1016,2010,Jul,Surfing,Unprovoked,0
1017,2010,Jul,Stand-Up Paddleboarding,Unprovoked,0
1018,2010,Jun,Surfing,Unprovoked,0
1019,2010,Jun,Boogie Boarding,Unprovoked,0
1020,2010,Jun,Swimming,Unprovoked,0
1021,2010,Jun,Swimming,Unprovoked,0
1022,2010,Jun,Boogie Boarding,Unprovoked,0
1023,2010,Jun,Surfing,Unprovoked,0
1024,2010,Jun,Surfing,Unprovoked,0
1025,2010,May,Fishing,Provoked,0
1026,2010,May,Rescuing,Unprovoked,0
1027,2010,May,Swimming,Unprovoked,0
1028,2010,May,Surfing,Unprovoked,0
1029,2010,May,Scuba diving,Unprovoked,0
1030,2010,May,Wading,Unprovoked,0
1031,2010,Apr,Measuring sharks,Provoked,0
1032,2010,Apr,Surfing,Unprovoked,0
1033,2010,Apr,Surfing,Unprovoked,0
1034,2010,Apr,Swimming / treading water,Unprovoked,0
1035,2010,Mar,Surfing,Unprovoked,0
1036,2010,190Feb,Swimming,Unprovoked,0
1037,2010,Feb,Surfing,Unprovoked,0
1038,2010,Feb,Scuba diving,Unprovoked,1
1039,2010,Feb,Snorkeling,Unprovoked,0
1040,2010,Feb,Surfing,Unprovoked,0
1041,2010,Feb,Spearfishing,Provoked,0
1042,2010,Feb,Body boarding,Unprovoked,0
1043,2010,Feb,Surf fishing / wading,Provoked,0
1045,2010,Feb,Kite Boarding,Unprovoked,1
1046,2010,Feb,Boogie Boarding,Provoked,0
1047,2010,Jan,Surfing,Unprovoked,0
1048,2010,Jan,Surfing,Unprovoked,0
1049,2010,Jan,Surfing,Unprovoked,0
1050,2010,Jan,Surfing,Unprovoked,0
1051,2010,Jan,Standing,Unprovoked,1
1052,2010,Jan,Snorkeling,Unprovoked,0
1055,2010,Jan,Bathing,Unprovoked,0
1056,2010,Jan,Spearfishing,Unprovoked,0
1057,2010,Jan,Surfing,Unprovoked,0
1058,2009,Dec,Wading,Unprovoked,0
1059,2009,Dec,Swimming,Provoked,0
1060,2009,Dec,Swimming,Unprovoked,0
1061,2009,Dec,Kayaking,Unprovoked,0
1062,2009,Dec,Spearfishing,Unprovoked,0
1063,2009,Dec,Paddling on kneeboard,Unprovoked,1
1065,2009,Dec,Swimming to shore from capsized kayak,Unprovoked,1
1066,2009,Dec,Surfing,Unprovoked,0
1067,2009,Dec,Rowing,Unprovoked,0
1068,2009,Dec,Diving,Provoked,0
1070,2009,Nov,Wading,Unprovoked,0
1071,2009,Nov,Fishing,Unprovoked,0
1072,2009,Nov,Surfing,Unprovoked,0
1073,2009,Nov,Surfing,Unprovoked,0
1074,2009,Nov,Surfing,Unprovoked,0
1075,2009,Nov,Kayaking,Unprovoked,0
1076,2009,Nov,Surfing,Unprovoked,0
1077,2009,Oct,Kayaking,Unprovoked,0
1078,2009,Oct,Spearfishing,Unprovoked,0
1079,2009,Oct,Paddle-boarding,Unprovoked,0
1080,2009,Oct,Surfing,Unprovoked,0
1081,2009,Oct,Surfing,Unprovoked,0
1082,2009,Oct,Wading,Unprovoked,0
1083,2009,Oct,Diving,Provoked,0
1084,2009,Oct,Diving,Unprovoked,0
1085,2009,Oct,Surfing,Unprovoked,0
1086,2009,Oct,Fishing,Provoked,0
1087,2009,Sep,Swimming,Unprovoked,0
1089,2009,Sep,Fishing,Provoked,0
1091,2009,Sep,Swimming,Invalid,1
1092,2009,Sep,"Swimming, attempting to rescue a girl  believed to be drowning",Unprovoked,1
1094,2009,Sep,Fishing,Provoked,0
1095,2009,Aug,Surfing,Unprovoked,0
1096,2009,Aug,Surfing,Unprovoked,1
1097,2009,Aug,Swimming,Unprovoked,0
1098,2009,Aug,Body boarding,Unprovoked,0
1099,2009,Aug,Swimming,Unprovoked,0
1100,2009,Aug,Surfing,Unprovoked,0
1101,2009,Aug,Wade Fishing,Unprovoked,0
1102,2009,July,Spearfishing,Unprovoked,0
1103,2009,Jul,Surfing,Unprovoked,0
1104,2009,Jul,Swimming,Unprovoked,0
1105,2009,Jul,Washing his feet,Unprovoked,1
1106,2009,Jul,Wading,Unprovoked,0
1108,2009,Jul,Swimming,Unprovoked,0
1109,2009,Jul,Swimming,Unprovoked,0
1110,2009,Jul,Swimming,Unprovoked,0
1111,2009,Jul,Spearfishing,Provoked,0
1112,2009,Jul,Paddle-surfing,Unprovoked,0
1113,2009,Jul,Surfing,Unprovoked,0
1114,2009,Jul,Boogie Boarding,Unprovoked,0
1115,2009,Jul,Swimming,Provoked,0
1116,2009,Jun,Surfing,Unprovoked,0
1119,2009,Jun,Fishing for sharks,Provoked,0
1120,2009,Jun,Scuba diving,Unprovoked,0
1121,2009,Jun,Scuba diving,Unprovoked,0
1122,2009,Jun,Snorkeling,Unprovoked,1
1123,2009,May,Fishing,Provoked,0
1124,2009,May,Swimming,Provoked,0
1125,2009,May,Surfing,Unprovoked,0
1126,2009,May,Surfing,Unprovoked,0
1127,2009,May,Surfing,Unprovoked,0
1128,2009,May,Spearfishing,Provoked,0
1129,2009,Mar,Spearfishing,Provoked,0
1131,2009,Apr,Surfing,Unprovoked,0
1132,2009,Apr,Surfing,Unprovoked,0
1133,2009,Apr,Swimming,Unprovoked,0
1134,2009,Apr,Surfing,Unprovoked,0
1135,2009,Apr,Surfing,Unprovoked,0
1137,2009,Apr,Surf skiing ,Unprovoked,0
1139,2009,Apr,Spearfishing,Unprovoked,0
1140,2009,Apr,Wading,Unprovoked,0
1141,2009,Mar,Fishing ,Provoked,0
1142,2009,Mar,Surfing,Unprovoked,1
1143,2009,Mar,Surfing,Unprovoked,0
1144,2009,Mar,Surfing,Unprovoked,0
1145,2009,Mar,Surfing,Unprovoked,0
1146,2009,Mar,Surfing,Unprovoked,0
1147,2009,Mar,Feeding fish,Unprovoked,0
1148,2009,Mar,Swimming,Unprovoked,0
1149,2009,Mar,Wading,Provoked,0
1150,2009,Mar,Surfing,Unprovoked,1
1151,2009,Mar,Fishing,Provoked,0
1152,2009,Mar,Fishing,Boatomg,0
1153,2009,Mar,Surfing,Unprovoked,0
1154,2009,Feb,Fishing,Unprovoked,0
1155,2009,Feb,Surfing,Unprovoked,0
1156,2009,Feb,Surfing,Unprovoked,0
1157,2009,Feb,"Diving, but on the surface when bitten by the shark",Unprovoked,0
1158,2009,Feb,Air Disaster,Unprovoked,1
1159,2009,Feb,Surfing,Unprovoked,0
1160,2009,Feb,Surfing,Unprovoked,0
1161,2009,Jan,Fishing,Provoked,0
1163,2009,Jan,Spearfishing,Unprovoked,0
1164,2009,Jan,Fishing,Unprovoked,0
1165,2009,Jan,Swimming,Unprovoked,0
1166,2009,Jan,Swimming,Unprovoked,1
1168,2009,Jan,Fishing,Unprovoked,0
1169,2009,Jan,Surfing,Unprovoked,0
1171,2009,Jan,Snorkeling,Unprovoked,0
1172,2009,Jan,Surfing,Unprovoked,0
1173,2009,Jan,Surfing,Unprovoked,0
1174,2009,Jan,Fishing,Unprovoked,0
1175,2009,Jan,Surfing,Unprovoked,0
1176,2009,Jan,Swimming,Unprovoked,0
1177,2009,Jan,Spearfishing,Unprovoked,0
1179,2008,Dec,Yacht race,Unprovoked,0
1180,2008,Dec,Boogie Boarding,Unprovoked,0
1181,2008,Dec,Kayaking,Unprovoked,0
1182,2008,Dec,Snorkeling,Unprovoked,1
1183,2008,Dec,Kayaking,Unprovoked,0
1184,2008,Dec,Fishing,Unprovoked,0
1185,2008,Dec,Fishing,Provoked,0
1186,2006,Dec,Fishing,Unprovoked,0
1187,2008,Dec,Spearfishing,Unprovoked,1
1188,2008,Nov,Scuba diving,Unprovoked,0
1189,2008,Nov,Sinking of the cargo ship Mark Jason,Unprovoked,0
1191,2008,Nov,Fishing,Unprovoked,0
1192,2008,Nov,Fishing boat swamped in storm,Unprovoked,1
1193,2008,Nov,Fishing,Unprovoked,1
1194,2008,Oct,Scuba diving,Provoked,0
1195,2008,Oct,Spearfishing,Unprovoked,0
1196,2008,Oct,Fishing,Provoked,0
1197,2008,Oct,Surfing,Unprovoked,0
1198,2008,Oct,Fishing,Unprovoked,0
1199,2008,Oct,Spearfishing,Unprovoked,0
1200,2008,Sep,Surfing,Unprovoked,0
1201,2008,Sep,Surfing,Unprovoked,0
1202,2008,Sep,Swimming,Provoked,0
1203,2008,Sep,Swimming,Unprovoked,0
1204,2008,Sep,Surfing,Unprovoked,0
1205,2008,Sep,Surfing,Unprovoked,0
1206,2008,Sep,Surfing,Unprovoked,0
1207,2008,Sep,Surfing,Unprovoked,0
1208,2008,Sep,Surfing,Unprovoked,0
1209,2008,Sep,Surfing,Unprovoked,0
1210,2008,Sep,Surfing,Unprovoked,0
1211,2008,Aug,Surfing,Unprovoked,0
1213,2008,Aug,Fishing,Provoked,0
1214,2008,Aug,Surfing,Unprovoked,0
1215,2008,Aug,Surfing,Unprovoked,0
1216,2008,Aug,"Swimming, towing surfboard",Unprovoked,0
1218,2008,Aug,Swimming,Unprovoked,0
1220,2008,Aug,Treading water,Unprovoked,0
1221,2008,Aug,Wading,Unprovoked,0
1222,2008,Aug,Diving,Unprovoked,0
1223,2008,Jul,Surfing,Unprovoked,0
1225,2008,Jul,Swimming or surfing,Unprovoked,0
1226,2008,Jul,Swimming,Unprovoked,0
1227,2008,Jul,Swimming,Unprovoked,0
1228,2008,Jul,Surfing,Unprovoked,0
1229,2008,Jul,Snorkeling,Unprovoked,0
1230,2008,Jul,Wading,Unprovoked,0
1231,2008,Jul,Wading,Unprovoked,0
1232,2008,Jul,Surfing,Provoked,0
1233,2008,Jul,Wading,Unprovoked,0
1234,2008,Jul,Diving,Unprovoked,0
1236,2008,Jul,Surfing,Unprovoked,0
1237,2008,Jul,Swimming,Unprovoked,0
1239,2008,Jul,Rowing an inflatable dinghy,Unprovoked,0
1241,2008,Jun,Spearfishing,Unprovoked,0
1242,2008,Jun,Surf skiing ,Unprovoked,0
1243,2008,Jun,Spearfishing (free diving),Unprovoked,0
1244,2008,Jun,Surfing,Unprovoked,0
1245,2008,Jun,Swimming,Unprovoked,0
1246,2008,Jun,Surfing,Unprovoked,0
1247,2008,Jun,Kayaking,Unprovoked,0
1248,2008,Jun,Wading,Unprovoked,0
1249,2008,Jun,Surfing,Unprovoked,0
1250,2008,Jun,Body surfing,Unprovoked,0
1251,2008,Jun,Fishing,Unprovoked,0
1252,2008,Jun,Body surfing,Unprovoked,0
1253,2008,Jun,Swimming,Unprovoked,0
1254,2008,May,Surfing,Unprovoked,0
1255,2008,May,Sea Disaster,Unprovoked,0
1256,2008,May,Surfing,Unprovoked,0
1257,2008,May,Surfing,Unprovoked,1
1258,2008,May,Night diving,Unprovoked,1
1259,2008,May,Swimming,Unprovoked,0
1260,2008,May,Fishing,Unprovoked,0
1261,2008,May,Wading,Unprovoked,0
1262,2008,May,Fishing,Provoked,0
1263,2008,Apr,Surfing,Unprovoked,1
1264,2008,Apr,Surfing,Unprovoked,0
1265,2008,Apr,Surfing,Unprovoked,0
1266,2008,Apr,Swimming,Unprovoked,0
1267,2008,Apr,Surfing,Provoked,0
1268,2008,Apr,Swimming,Unprovoked,1
1269,2008,Apr,Surfing,Unprovoked,0
1274,2008,Apr,Surfing,Unprovoked,0
1275,2008,Apr,Spearfishing,Unprovoked,0
1276,2008,Mar,Wading,Unprovoked,0
1277,2008,Apr,Surfing,Unprovoked,0
1278,2008,Apr,Body boarding,Unprovoked,1
1279,2008,Apr,Walking out of the water after surfing,Unprovoked,0
1280,2008,Mar,Fishing from surfski,Unprovoked,0
1281,2008,Mar,Surfing,Unprovoked,0
1282,2008,Mar,Boogie Boarding,Unprovoked,0
1283,2008,Mar,Walking out of the water after surfing,Unprovoked,0
1284,2008,Mar,Wading,Unprovoked,0
1285,2008,Mar,Jet skiing,Unprovoked,0
1286,2008,Mar,Surfing,Unprovoked,0
1287,2008,Feb,Diving,Unprovoked,1
1288,2008,Feb,Spearfishing,Unprovoked,0
1289,2008,Feb,Surfing,Unprovoked,0
1290,2008,Feb,Surfing,Unprovoked,0
1291,2008,Feb,Surf-skiing,Unprovoked,0
1293,2008,Jan,Surf-skiing,Unprovoked,0
1294,2008,Jan,Accidentally stood on hooked shark's tail before attempting to gut it ,Provoked,0
1296,2008,Jan,Attempting to chase shark out to sea,Unprovoked,0
1297,2008,Jan,Surfing,Unprovoked,0
1298,2008,Fall,Fishing for snapper,Provoked,0
1299,2008,Summer,Surfing,Unprovoked,0
1300,2007,Dec,Surfing,Unprovoked,0
1302,2007,Dec,Surfing,Unprovoked,0
1303,2007,Dec,Swimming,Unprovoked,0
