original order,Date,Type,Country,Area,Location,Activity,Age,Fatal (Y/N)
6033,02-Jun-2016,Unprovoked,NEW CALEDONIA,," Côte-Blanche, Nouméa ",Kite surfing,,N
6032,31-May-2016,Unprovoked,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",Surfing,29,Y
6031,29-May-2016,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",Swimming,52,N
6030,29-May-2016,Unprovoked,USA,Florida,"Neptune, Duval County",Swimming,13,N
6029,22-May-2016,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,57,N
6028,21-May-2016,Unprovoked,USA,Florida,"St. Petersburg, Pinellas County",Swimming,22,N
6027,21-May-2016,Unprovoked,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",Swimming,11,N
6026,18-May-2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Swimming,48,N
6025,15-May-2016,Provoked,USA,Florida,"Boca Raton, Palm Beach County",Teasing a shark,23,N
6024,03-May-2016,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Floating,59,N
6023,02-May-2016,Provoked,NEW ZEALAND,North Island,Cormandel,Fishing,39,N
6022,25-Apr-2016,Unprovoked,INDONESIA,Bali,Balian,Surfing,24,N
6021,23-Apr-2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,15,N
6020,22-Apr-2016,Unprovoked,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",Surf-skiing,,N
6019,19-Apr-2016,Unprovoked,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",Swimming,12,N
6018,18-Apr-2016,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,22,M
6017,18-Apr-2016,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,26,N
6016,13-Apr-2016,Unprovoked,USA,Florida,"Off Singer Island, Palm Beach County",Spearfishing,26,N
6015,09-Apr-2016,Unprovoked,NEW CALEDONIA,Grand Terre,Poe Beach,Walking,69,Y
6014,08-Apr-2016,Invalid,CAPE VERDE,Boa Vista Island,,,60,
6013,07-Apr-2016,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Fishing,34,N
6012,07-Apr-2016,Invalid,USA,Florida,"Corners Beach, Jupiter, Palm Beach County",SUP,,
6011,31-Mar-2016,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,46,N
6010,30-Mar-2016,Unprovoked,AUSTRALIA,New South Wales,Bombo Beach,Surfing,22,N
6009,28-Mar-2016,Unprovoked,USA,Florida,"Fort Myers Beach, Lee County",,Teen,
6008,28-Mar-2016,Unprovoked,AUSTRALIA,New South Wales,North Cronulla Beach,Surfing,41,N
6007,26-Mar-2016,Provoked,BAHAMAS,,,,9,N
6006,13-Mar-2016,Invalid,USA,California,"Bolsa Chica State Park, Orange County",Surfing,,
6005,11-Mar-2016,Unprovoked,USA,Florida,"Vero Beach, St. Lucie County",Body surfing,19,N
6004,10-Mar-2016,Unprovoked,Fiji,Vanua Levu,,Diving for beche-de-mer,45,Y
6003,04-Mar-2016,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",,12,N
6002,03-Mar-2016,Unprovoked,AUSTRALIA,South Australia,Wrights Bay,Fishing,,N
6001,02-Mar-2016,Unprovoked,BRAZIL,Santa Catarina State,Escalerio Beach Balneário Camboriú,Swimming,41,N
6000,22-Feb-2016,Unprovoked,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",Kite surfing,21,N
5999,19-Feb-2016,Unprovoked,NEW CALEDONIA,South Province,Yate,Spearfishing,31,N
5998,12-Feb-2016,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,"Bavaro Beach, Punta Cana",Wading,,N
5997,10-Feb-2016,Invalid,CAYMAN ISLANDS,Grand Cayman,Stingray City Bar,Feeding stingrays?,65,
5996,10-Feb-2016,Invalid,AUSTRALIA,Tasmania,Nettley Bay,Surfing,,
5995,05-Feb-2016,Unprovoked,AUSTRALIA,Queensland,Stradbroke Island,Walking,45,N
5994,04-Feb-2016,Unprovoked,AUSTRALIA,New South Wales,Hams Beach,Windsurfing,40,N
5993,02-Feb-2016,Unprovoked,BRAZIL,Balneário Camboriú,Estaleirinho beach,Swimming,41,N
5992,29-Jan-2016,Boating,SOUTH AFRICA,KwaZulu-Natal,,Kayak fishing,,N
5991,28-Jan-2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,,N
5990,25-Jan-2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai, ",Surfing,15,N
5989,24-Jan-2016,Unprovoked,USA,Texas,Off Surfside,Spearfishing,,N
5988,24-Jan-2016,Boating,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,Fishing,,N
5987,23-Jan-2016,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Paddle boarding,48,N
5986,11-Jan-2016,Unprovoked,AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",Surfing,,N
5985,05-Jan-2016,Unprovoked,AUSTRALIA,Queensland,Heron Island,Wading,11,N
5984,02-Jan-2016,Unprovoked,AUSTRALIA,Queensland,Miall Island,Spearfishing,31,N
5983,26-Dec-2015,Boating,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,Kayak Fishing,,N
5982,25-Dec-2015,Unprovoked,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Swimming,38,N
5981,22-Dec-2015,Unprovoked,USA,Hawaii,La'aloa Beach Park,Paddle boarding,71,N
5980,21-Dec-2015,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,Surfing,43,N
5979,21-Dec-2015,Unprovoked,BRAZIL,Pernambuco,Fernano de Noronha,Scuba diving,32,N
5978,19-Dec-2015,Unprovoked,ARUBA,,Boat capsized,Sea disaster,58,Y
5977,13-Dec-2015,Boating,AUSTRALIA,New South Wales,Lake Macquarie,Fishing,,N
5976,11-Dec-2015,Unprovoked,BAHAMAS,,Off Andros Island,Lobster fishing,26,N
5975,08-Dec-2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpande,Swimming / Wading,22,N
5974,20-Nov-2015,Unprovoked,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Snorkeling,55,N
5973,16-Nov-2015,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,,N
5972,15-Nov-2015,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Swimming,,N
5971,15-Nov-2015,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,28,N
5970,10-Nov-2015,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Surfing,20,N
5969,07-Nov-2015,Invalid,USA,Florida,"Paradise Beach, Melbourne, Brevard County",Surfing,9,
5968,03-Nov-2015,Unprovoked,USA,Hawaii,"Kehena Beach, Hawaii",Swimming,54,N
5967,01-Nov-2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Wading,28,N
5966,01-Nov-2015,Unprovoked,MOZAMBIQUE,Inhambane Province,Maxixe,Fishing,19,N
5965,30-Oct-2015,Unprovoked,AUSTRALIA,Western Australia,Bald Island,Spearfishing,50,N
5964,28-Oct-2015,Unprovoked,USA,Hawaii,"Malaka, Oahu",Body boarding,10,N
5963,25-Oct-2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Stil Bay,Surfing,42,N
5962,21-Oct-2015,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,21,N
5961,19-Oct-2015,Unprovoked,USA,Florida,"Deerfield Beach, Broward County",Surfing,21,N
5960,17-Oct-2015,Unprovoked,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",Fishing for shrimp,35,Y
5959,17-Oct-2015,Invalid,USA,Hawaii,"Waikiki, ",Surfing,32,
5958,17-Oct-2015,Unprovoked,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",Swimming,44,N
5957,13-Oct-2015,Boating,USA,California,"Off Leffingwell Landing, San Luis Obispo County",Kayak Fishing,,N
5956,09-Oct-2015,Unprovoked,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",Boogie boarding,9,N
5955,09-Oct-2015,Unprovoked,USA,Hawaii,"Leftovers, Oahu",Surfing,25,N
5954,08-Oct-2015,Unprovoked,MOZAMBIQUE,Inhambane Province,"Maxixe, Inhambane Bay",Fishing,,N
5953,07-Oct-2015,Unprovoked,AUSTRALIA,Western Australia,Pyramids Beach,Surfing,18,N
5952,05-Oct-2015,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",Body boarding,22,N
5951,05-Oct-2015,Unprovoked,USA,Texas,Galveston,Wading,13,N
5950,04-Oct-2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,14,N
5949,29-Sep-2015,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",Surfing,22,N
5948,26-Sep-2015,Unprovoked,AUSTRALIA,Queensland,"Russel Island, Frankland Group",Snorkeling,7,N
5947,24-Sep-2015,Boating,USA,California,"Horseshoe Rock, Santa Barbara County",Kayak fishing,,N
5946,20-Sep-2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,14,N
5945,20-Sep-2015,Unprovoked,USA,Hawaii,"Upolu Point, North Kohala, Big Island",Spearfishing,27,N
5944,20-Sep-2015,Unprovoked,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",Wading,12,N
5943,20-Sep-2015,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",Photographing fish,16,N
5942,19-Sep-2015,Boating,USA,California,"Gaviota State Beach, Santa Barbara County",Kayak Fishing,,N
5941,18-Sep-2015,Unprovoked,USA,Florida,"Big Talbot Island, Duval County",Swimming,,N
5940,17-Sep-2015,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,20,N
5939,08-Sep-2015,Unprovoked,AUSTRALIA,New South Wales,North Shelly Beach,Surfing,42,N
5938,06-Sep-2015,Unprovoked,USA,California,"El Pescador Beach, Los Angeles County",Stand-Up Paddleboarding,50,N
5937,05-Sep-2015,Provoked,USA,California,"Deer Creek Beach, Ventura County",Kayak Fishing,29,N
5936,04-Sep-2015,Unprovoked,AUSTRALIA,New South Wales,Hallidays Point,Surf-skiing,62,N
5935,03-Sep-2015,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",,,N
5934,01-Sep-2015,Unprovoked,THAILAND,Phuket,Karon Beach,Wading,37,N
5933,Sep-2015,Unprovoked,FIJI,,,Spearfishing,,N
5932,29-Aug-2015,Unprovoked,USA,California,"Morro Strand State Beach, San Luis Obispo County",Surfing,54,N
5931,29-Aug-2015,Unprovoked,USA,California,"Morro Bay, San Luis Obispo County",Surfing,21,N
5930,22-Aug-2015,Invalid,USA,Florida,"Cocoa Beach, Brevard  County",,,
5929,22-Aug-2015,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Surfing,38,N
5928,20-Aug-2015,Unprovoked,USA,South Carolina,"Murrells Inlet, Georgetown County",Surfing,15,N
5927,19-Aug-2015,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Walking,10,N
5926,18-Aug-2015,Boating,USA,California,Santa Barbara County,Kayak Fishing,22,N
5925,18-Aug-2015,Invalid,SPAIN,Alicante,"Poniente Beach, Benidorm",Swimming,10,
5924,10-Aug-2015,Provoked,USA,California,Cortes Bank,Spearfishing,57,N
5923,31-Jul-2015,Unprovoked,AUSTRALIA,New South Wales,Evans Head,Surfing,52,N
5922,28-Jul-2015,Unprovoked,COSTA RICA,Guanacaste,Playa Grande,Surfing,47,N
5921,27-Jul-2015,,AUSTRALIA,Victoria,Tyrendarra Beach,Surfing,40,
5920,26-Jul-2015,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,25,N
5919,26-Jul-2015,Invalid,USA,South Carolina,"Edisto Beach, Colleton County",Floating,35,
5918,25-Jul-2015,Unprovoked,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",Scallop diving on hookah,46,Y
5917,23-Jul-2015,Provoked,USA,California,"La Jolla, San Diego County",Kayak Fishing,31,N
5916,23-Jul-2015,Unprovoked,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,Surfing,40,N
5915,22-Jul-2015,Unprovoked,REUNION,,St. Leu,Surfing,45,N
5914,19-Jul-2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,34,N
5913,10-Jul-2015,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,38,N
5912,08-Jul-2015,Invalid,USA,California,"Huntington Beach, Orange County",Treading water,39,
5911,06-Jul-2015,Invalid,FRENCH POLYNESIA,Bora Bora,,Swimming,,
5910,04-Jul-2015,Unprovoked,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",Spearfishing,23,N
5909,04-Jul-2015,Unprovoked,USA,North Carolina,"Off Surf City, Pender County",,32,N
5908,03-Jul-2015,Unprovoked,AUSTRALIA,New South Wales,Lennox Head,Surfing,52,N
5907,02-Jul-2015,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Body boarding ,32,N
5906,01-Jul-2015,Unprovoked,USA,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",Swimming,68,N
5905,30-Jun-2015,Unprovoked,AUSTRALIA,New South Wales,"Flat Rock, Yamba",Surfing,,N
5904,30-Jun-2015,Unprovoked,USA,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",Playing in the water,12,N
5903,27-Jun-2015,Unprovoked,USA,North Carolina,"Rodanthe, Dare County",Swimming,18,N
5902,27-Jun-2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffels Bay near Knysna,Body Boarding,19,N
5901,26-Jun-2015,Invalid,USA,Florida,"Jacksonville Beach, Duval County",Swimming,,
5900,26-Jun-2015,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lookout Beach, Plettenberg Bay",Surfing,23,N
5899,26-Jun-2015,Unprovoked,USA,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",Standing,43,N
5898,25-Jun-2015,Provoked,AUSTRALIA,Western Australia,Rottnest Island,Swimming,19,N
5897,25-Jun-2015,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Body surfing?,47,N
5896,24-Jun-2015,Unprovoked,USA,North Carolina,Surf City,Swimming,6,N
5895,24-Jun-2015,Invalid,AUSTRALIA,Western Australia,Denmark,Surfing,37,N
5894,23-Jun-2015,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County",Standing,9,N
5893,19-Jun-2015,Unprovoked,PUERTO RICO,,Off Cabo Rojo,Spearfishing,36,N
5892,17-Jun-2015,Unprovoked,USA,Florida,Daytona Beach Shores,Swimming,10,N
5891,14-Jun-2015,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",Wading,16,N
5890,14-Jun-2015,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",Wading,12,N
5889,13-Jun-2015,Unprovoked,USA,California,Off San Diego,,,N
5888,11-Jun-2015,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Boogie boarding,13,N
5887,07-Jun-2015,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Playing,11,N
5886,05-Jun-2015,Unprovoked,USA,Florida,Fort Lauderdale,Attempting to rescue a shark,17,N
5885,01-Jun-2015,Unprovoked,REUNION,Le Port,Folette,Surfing,47,N
5884,29-May-2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Standing,14,N
5883,29-May-2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,19,N
5882,25-May-2015,Unprovoked,FRENCH POLYNESIA,Rangiroa,Avatoru Pass,Spearfishing,19,N
5881,24-May-2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,13,N
5880,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,18,N
5879,15-May-2015,Unprovoked,USA,South Carolina,Sullivan's Island,,30,N
5878,09-May-2015,Unprovoked,NEW CALEDONIA,,Kouare ,Snorkeling,50,Y
5877,07-May-2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,,N
5876,03-May-2015,Unprovoked,AUSTRALIA,New South Wales,Saltwater Beach,Surfing,,N
5875,02-May-2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Diving,29,N
5874,29-Apr-2015,Unprovoked,USA,Hawaii,Kanahena Cove ,Snorkeling,65,Y
5873,26-Apr-2015,Unprovoked,USA,Florida,"Resident's Beach, Marco Island",Wading,63,N
5872,25-Apr-2015,Unprovoked,AUSTRALIA,South Australia,Fishery Bay,Surfing,26,N
5871,24-Jun-2015,Unprovoked,AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay",Surf skiing ,71,N
5870,13-Apr-2015,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Photographing the shark,48,N
5869,12-Apr-2015,Unprovoked,REUNION,Saint-Gilles-les-Bains,Cap Homard,Surfing,13,Y
5868,11-Apr-2015,Unprovoked,AUSTRALIA,New South Wales,McKenzies Beach,Paddle boarding,,N
5867,03-Apr-2015,Unprovoked,USA,Florida,"3 miles off Jupiter, Palm Beach County",Spearfishing,70,N
5866,29-Mar-2015,Invalid,ITALY,Sardinia,,Diving,43,
5865,31-Mar-2015,Invalid,BRAZIL,Pernambuco,"Praia del Chifre, Olinda",Surfing,23,
5864,26-Mar-2015,Boating,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,Kayak Fishing,36,N
5863,21-Mar-2015,Unprovoked,EGYPT,,Marsa Alam,Swimming,52,Y
5862,18-Mar-2015,Unprovoked,USA,Hawaii,Hapuna Beach,Standing / Snorkeling,58,N
5861,16-Mar-2015,Unprovoked,FRENCH POLYNESIA,Bora Bora,Anau,Hand feeding sharks,9,N
5860,11-Mar-2015,Boating,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",Fishing,,N
5859,10-Mar-2015,Provoked,MEXICO,Sinaloa,Mazlatan,Fishing,36,N
5858,07-Mar-2015,Unprovoked,FRENCH POLYNESIA,Central Tuamotu,"Tupapati, Hikueru Atoll",Sitting in the water,18 months,N
5857,15-Feb-2015,Boating,ATLANTIC OCEAN,,,Transatlantic Rowing,,N
5856,14-Feb-2015,Unprovoked,REUNION,dÉtang-Salé,Ravine Mula,Swimming,22,Y
5855,09-Feb-2015,Unprovoked,AUSTRALIA,New South Wales,Shelly Beach,Surfing,41,Y
5854,08-Feb-2015,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Byron Bay",Surfing,35,N
5853,05-Feb-2015,Unprovoked,AUSTRALIA,New South Wales,Mereweather Beach,Bodysurfing,,N
5852,30-Jan-2015,Boating,AUSTRALIA,Queensland,"Nerang River, Surfer's  Paradise",Rowing,57,N
5851,27-Jan-2015,Provoked,USA,Hawaii,Lahaina,Shark fishing,20,N
5850,24-Jan-2015,Unprovoked,AUSTRALIA,New South Wales,Flat Rock,Surfing,,N
5849,23-Jan-2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon Beach,Floating,24,N
5848,19-Jan-2015,Boating,USA,Florida,Off Panama City,Fishing,,N
5847,19-Jan-2015,Invalid,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",Surfing & filming dolphins,,
5846,17-Jan-2015,Boating,AUSTRALIA,New South Wales,Off Blacksmith Beach,Fishing,,N
5845,16-Jan-2015,Unprovoked,AUSTRALIA,New South Wales,"Mollymook Beach, Bannister Head",Filming,17,N
5844,08-Jan-2015,Invalid,USA,Florida,,Swimming after falling overboard,38,
5843,06-Jan-2015,Unprovoked,BAHAMAS,Abaco Islands,"Tahiti Beach, Elbow Cay",Snorkeling,34,N
5842,03-Jan-2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Chintsa East Beach,Surfing,15,N
5841,01-Jan-2015,Unprovoked,USA,Florida,"Windsor Beach, Indian River County",,12,N
5840,29-Dec-2014,Unprovoked,AUSTRALIA,New South Wales,Bherwerre Beach,Surfing,,N
5839,29-Dec-2014,Unprovoked,AUSTRALIA,Western Australia,Three Stripes near Cheynes Beach,Spearfishing,17,Y
5838,28-Dec-2014,Sea Disaster,GREECE,,33 nautical miles off Othonoi Island,,,N
5837,28-Dec-2014,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,Swimming,,
5836,28-Dec-2014,Unprovoked,USA,California,"Montaña de Oro State Park, San Luis Obispo County ",Surfing,50,N
5835,28-Dec-2014,Provoked,AUSTRALIA,Victoria,Paradise Beach,Fishing,40s,N
5834,23-Dec-2014,Unprovoked,JAPAN,,,Diving / Filming,,N
5833,15-Dec-2014,Unprovoked,AUSTRALIA,Queensland,Rudder Reef,Spearfishing,17,Y
5832,03-Dec-2014,Provoked,SPAIN,Granada,Off Motril,Fishing for blue sharks,,N
5831,29-Nov-2014,Unprovoked,AUSTRALIA,Western Australia,"Pyramids Beach, Port Bouvard",Surfing,13,N
5830,20-Nov-2014,Provoked,MAURITIUS,Cargados Carajos Shoals (St. Brandon),,Fishing,39,Y
5829,19-Nov-2014,Boating,AUSTRALIA,Western Australia,Freo,Fishing,,N
5828,17-Nov-2014,Boating,USA,California,"Franklin Point, San Mateo County",,,N
5827,16-Nov-2014,Unprovoked,USA,Florida,"Indian Harbor Beach, Brevard County",Surfing,44,N
5826,13-Nov-2014,Unprovoked,USA,Hawaii,"Airplane Beach, Lahina, West Maui",Snorkeling,53,N
5825,10-Nov-2014,Unprovoked,AUSTRALIA,New South Wales,Moonee Beach,Surfing,,N
5824,08-Nov-2014,Unprovoked,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Surfing,18,N
5823,31-Oct-2014,Unprovoked,USA,Hawaii,"North Kohala, Hawaii County",Surfing,34,N
5822,29-Oct-2014,Provoked,AUSTRALIA,New South Wales,Wallabi Point,Surfing,20,N
5821,22-Oct-2014,Unprovoked,USA,Hawaii,"Kihei, Maui",Stand-Up Paddleboarding,,N
5820,20-Oct-2014,Unprovoked,USA,Hawaii,"Kahului, Maui",Stand-Up Paddleboarding,,N
5819,19-Oct-2014,Boating,USA,California,"Leadbetter Beach, Santa Barbara County",Canoeing,,N
5818,18-Oct-2014,Unprovoked,USA,Hawaii,"Maalaea, South Maui",Surfing,,N
5817,17-Oct-2014,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,Surfing,13,N
5816,14-Oct-2014,Unprovoked,USA,South Carolina,"Hilton Head Island, Beaufort County",Standing in inner tube,7,N
5815,12-Oct-2014,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Body surfing or Boogie boarding,,N
5814,11-Oct-2014,Boating,AUSTRALIA,Western Australia,"Castle Rock, north of Dunsborough",Kayaking,,N
5813,05-Oct-2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,29,N
5812,07-Oct-2014,Unprovoked,USA,Florida,"Cherie Down Park, Brevard County",Fishing,40,N
5811,05-Oct-2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,15,N
5810,03-Oct-2014,Boating,USA,California,Santa Barbara County,Kayaking,,N
5809,03-Oct-2014,Boating,USA,California,Santa Barbara County,Kayaking ,,N
5808,02-Oct-2014,Unprovoked,USA,California,"Walls Beach, Vandenberg AFB, Santa Barbara County",Surfing,28,N
5807,02-Oct-2014,Unprovoked,AUSTRALIA,Western Australia,"Kelpids Beach, Wylie Bay, Esperance",Surfing,23,N
5806,21-Sep-2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,,N
5805,12-Sep-2014,Unprovoked,FRENCH POLYNESIA,Moorea,Tiahura Lagoon,Feeding fish,36,N
5804,13-Sep-2014,Invalid,USA,California,"Manresa State Beach, Santa Cruz County",Surfing,,
5803,09-Sep-2014,Unprovoked,AUSTRALIA,New South Wales,"Clarkes Beach, Byron Bay",Swimming,50,Y
5802,06-Sep-2014,Unprovoked,USA,Alabama,"Katrina Cut, Dauphin Island, Mobile County",Fishing ,43,N
5801,03-Sep-2014,Boating,USA,Massachusetts,"Manomet Point, Plymouth, Plymouth County",Kayaking ,20s,N
5800,02-Sep-2014,Provoked,USA,Florida,"Fletcher Beach, Hutchinson Island, Martin County",Fishing,52,N
5799,Sep-2014,Unprovoked,SPAIN,Catalonia,Salou,Playing with an air mattress,16,N
5798,31-Aug-2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body surfing,13,N
5797,29-Aug-2014,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,17,N
5796,29-Aug-2014,Invalid,USA,Florida,"Atlantic Beach, Duval County",,,
5795,28-Aug-2014,Provoked,USA,Maryland,Assateague National Seashore,Fishing,33,N
5794,27-Aug-2014,Unprovoked,SPAIN,Alicante,Benidorm,Swimming,30s,N
5793,27-Aug-2014,Unprovoked,USA,North Carolina,"Figure Eight Island,  New Hanover County",Surfing,29,N
5792,27-Aug-2014,Unprovoked,USA,South Carolina,"Surfside Beach, Horry  County",Standing,,N
5791,25-Aug-2014,Provoked,USA,Florida,Apalachicola Bay ,Fishing for sharks,,N
5790,24-Aug-2014,Unprovoked,USA,North Carolina,"Off Masonboro Island, New Hanover County",Kite boarding,,N
5789,16-Aug-2014,Unprovoked,AUSTRALIA,Western Australia,Gnaraloo,Spearfishing,31,N
5788,12-Aug-2014,Unprovoked,USA,Florida,"3 to 4 miles west of Indian Pass, Gulf County",Standing,,N
5787,10-Aug-2014,Unprovoked,USA,Florida,"Hallandale Beach, Broward County",,26,N
5786,09-Aug-2014,Unprovoked,BAHAMAS,,,Spearfishing,,N
5785,09-Aug-2014,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Swimming,10,N
5784,08-Aug-2014,Unprovoked,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",Swimming,7,N
5783,06-Aug-2014,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Boogie boarding,10,N
5782,05-Aug-2014,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,45,N
5781,02-Aug-2014,Unprovoked,USA,Florida,"South of Cocoa Beach, Brevard County",Surfing,50s,N
5780,02-Aug-2014,Unprovoked,USA,Florida,"Table Beach, Brevard County",Boogie boarding,8,N
5779,01-Aug-2014,Unprovoked,SOUTH AFRICA,Western Cape Province,Muizenberg,Surfing,20,N
5778,Aug-2014,Invalid,,,,Sea disaster,,
5777,27-Jul-2014,Unprovoked,USA,North Carolina,"Sunset Beach, Brunswick County",Swimming,Teen,N
5776,22-Jul-2014,Unprovoked,REUNION,Saint-Leu,,Surfing,51,N
